"PATHWAY_ID","PATHWAY_NAME","CATEGORY_NAME"
"bioplanet_1075","Aquaporin-mediated transport","Circulatory system"
"bioplanet_1075","Aquaporin-mediated transport","Energy metabolism"
"bioplanet_1075","Aquaporin-mediated transport","Environmental Information Processing:Membrane transport"
"bioplanet_1075","Aquaporin-mediated transport","Nervous system"
"bioplanet_1075","Aquaporin-mediated transport","Small molecule metabolism"
"bioplanet_1075","Aquaporin-mediated transport","Transport"
"bioplanet_1076","Amine compound SLC transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1076","Amine compound SLC transporters","Nervous system"
"bioplanet_1076","Amine compound SLC transporters","Small molecule metabolism"
"bioplanet_1076","Amine compound SLC transporters","Transport"
"bioplanet_1077","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","Cardiovascular disease"
"bioplanet_1077","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","Cellular Processes:Transport and catabolism"
"bioplanet_1077","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","Protein modification"
"bioplanet_1077","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","Transport"
"bioplanet_1078","Sodium-dependent glucose transporters","Carbohydrate metabolism"
"bioplanet_1078","Sodium-dependent glucose transporters","Energy metabolism"
"bioplanet_1078","Sodium-dependent glucose transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1078","Sodium-dependent glucose transporters","Transport"
"bioplanet_1079","Sodium/proton exchangers","Environmental Information Processing:Membrane transport"
"bioplanet_1079","Sodium/proton exchangers","Immune disease"
"bioplanet_1079","Sodium/proton exchangers","Transport"
"bioplanet_108","","CellSignaling"
"bioplanet_1080","Ligand-gated ion channel transport","Environmental Information Processing:Membrane transport"
"bioplanet_1080","Ligand-gated ion channel transport","Nervous system"
"bioplanet_1080","Ligand-gated ion channel transport","Transport"
"bioplanet_1081","Sodium/calcium exchangers","Environmental Information Processing:Membrane transport"
"bioplanet_1081","Sodium/calcium exchangers","Neurological disease"
"bioplanet_1081","Sodium/calcium exchangers","Transport"
"bioplanet_1082","Proton/oligonucleotide cotransporters","Environmental Information Processing:Membrane transport"
"bioplanet_1082","Proton/oligonucleotide cotransporters","Excretory system"
"bioplanet_1082","Proton/oligonucleotide cotransporters","Transport"
"bioplanet_1083","Cation-coupled chloride cotransporters","Cardiovascular disease"
"bioplanet_1083","Cation-coupled chloride cotransporters","Circulatory system"
"bioplanet_1083","Cation-coupled chloride cotransporters","Environmental Information Processing:Membrane transport"
"bioplanet_1083","Cation-coupled chloride cotransporters","Excretory system"
"bioplanet_1083","Cation-coupled chloride cotransporters","Nervous system"
"bioplanet_1083","Cation-coupled chloride cotransporters","Neurological disease"
"bioplanet_1083","Cation-coupled chloride cotransporters","Transport"
"bioplanet_1084","SLC-mediated transmembrane transport","Digestive system"
"bioplanet_1084","SLC-mediated transmembrane transport","Environmental Information Processing:Membrane transport"
"bioplanet_1084","SLC-mediated transmembrane transport","Small molecule metabolism"
"bioplanet_1084","SLC-mediated transmembrane transport","Stress response"
"bioplanet_1084","SLC-mediated transmembrane transport","Transport"
"bioplanet_1085","Sodium-coupled phosphate cotransporters","Digestive system"
"bioplanet_1085","Sodium-coupled phosphate cotransporters","Endocrine and metabolic disease"
"bioplanet_1085","Sodium-coupled phosphate cotransporters","Environmental Information Processing:Membrane transport"
"bioplanet_1085","Sodium-coupled phosphate cotransporters","Transport"
"bioplanet_1086","Proton-coupled monocarboxylate transport","Circulatory system"
"bioplanet_1086","Proton-coupled monocarboxylate transport","Environmental Information Processing:Membrane transport"
"bioplanet_1086","Proton-coupled monocarboxylate transport","Stress response"
"bioplanet_1086","Proton-coupled monocarboxylate transport","Transport"
"bioplanet_1087","Organic cation/anion/zwitterion transport","Environmental Information Processing:Membrane transport"
"bioplanet_1087","Organic cation/anion/zwitterion transport","Environmental adaptation"
"bioplanet_1087","Organic cation/anion/zwitterion transport","Nervous system"
"bioplanet_1087","Organic cation/anion/zwitterion transport","Transport"
"bioplanet_1087","Organic cation/anion/zwitterion transport","Xenobiotic metabolism"
"bioplanet_1088","SLC26 family multifunctional anion exchangers","Digestive system"
"bioplanet_1088","SLC26 family multifunctional anion exchangers","Environmental Information Processing:Membrane transport"
"bioplanet_1088","SLC26 family multifunctional anion exchangers","Transport"
"bioplanet_1089","Amino acid and oligopeptide SLC transporters","Circulatory system"
"bioplanet_1089","Amino acid and oligopeptide SLC transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1089","Amino acid and oligopeptide SLC transporters","Genetic disease"
"bioplanet_1089","Amino acid and oligopeptide SLC transporters","Transport"
"bioplanet_109","NF-kappaB activation by non-typeable Hemophilus influenzae","Cell death"
"bioplanet_109","NF-kappaB activation by non-typeable Hemophilus influenzae","CellSignaling"
"bioplanet_109","NF-kappaB activation by non-typeable Hemophilus influenzae","Immune system"
"bioplanet_109","NF-kappaB activation by non-typeable Hemophilus influenzae","Infectious disease"
"bioplanet_109","NF-kappaB activation by non-typeable Hemophilus influenzae","Stress response"
"bioplanet_1090","Bile salt and organic anion SLC transporters","Digestive system"
"bioplanet_1090","Bile salt and organic anion SLC transporters","Endocrine and metabolic disease"
"bioplanet_1090","Bile salt and organic anion SLC transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1090","Bile salt and organic anion SLC transporters","Lipid metabolism"
"bioplanet_1090","Bile salt and organic anion SLC transporters","Transport"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Digestive system"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Endocrine and metabolic disease"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Energy metabolism"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Genetic disease"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Lipid metabolism"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Metabolism"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Small molecule metabolism"
"bioplanet_1091","Lipid digestion, mobilization, and transport","Transport"
"bioplanet_1092","Sodium/chloride-dependent neurotransmitter transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1092","Sodium/chloride-dependent neurotransmitter transporters","Nervous system"
"bioplanet_1092","Sodium/chloride-dependent neurotransmitter transporters","Neurological disease"
"bioplanet_1092","Sodium/chloride-dependent neurotransmitter transporters","Transport"
"bioplanet_1093","Facilitative sodium-independent glucose transporters","Carbohydrate metabolism"
"bioplanet_1093","Facilitative sodium-independent glucose transporters","Endocrine system"
"bioplanet_1093","Facilitative sodium-independent glucose transporters","Energy metabolism"
"bioplanet_1093","Facilitative sodium-independent glucose transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1093","Facilitative sodium-independent glucose transporters","Small molecule metabolism"
"bioplanet_1093","Facilitative sodium-independent glucose transporters","Transport"
"bioplanet_1094","Ammonium transport mediated by Rhesus glycoproteins","Environmental Information Processing:Membrane transport"
"bioplanet_1094","Ammonium transport mediated by Rhesus glycoproteins","Transport"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Cell death"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Cell division"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Cellular Processes:Transport and catabolism"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Infectious disease"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Neurological disease"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Stress response"
"bioplanet_1095","Endosomal sorting complex required for transport (ESCRT) pathway","Transport"
"bioplanet_1096","COPII-mediated vesicle transport","Cellular Processes:Transport and catabolism"
"bioplanet_1096","COPII-mediated vesicle transport","Protein folding, sorting and degradation"
"bioplanet_1096","COPII-mediated vesicle transport","Protein modification"
"bioplanet_1096","COPII-mediated vesicle transport","Transport"
"bioplanet_1097","Cytosolic sulfonation of small molecules","Metabolism"
"bioplanet_1097","Cytosolic sulfonation of small molecules","Small molecule metabolism"
"bioplanet_1097","Cytosolic sulfonation of small molecules","Xenobiotic metabolism"
"bioplanet_1098","Sodium-coupled sulphate, di- and tri-carboxylate transporters","Digestive system"
"bioplanet_1098","Sodium-coupled sulphate, di- and tri-carboxylate transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1098","Sodium-coupled sulphate, di- and tri-carboxylate transporters","Transport"
"bioplanet_1099","Class II glucose transporters","Carbohydrate metabolism"
"bioplanet_1099","Class II glucose transporters","Endocrine system"
"bioplanet_1099","Class II glucose transporters","Environmental Information Processing:Membrane transport"
"bioplanet_1099","Class II glucose transporters","Transport"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Adhesion"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Cancer"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Circulatory system"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Immune disease"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Immune system"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Immunology"
"bioplanet_11","Adhesion and diapedesis of lymphocytes","Infectious disease"
"bioplanet_110","PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","CellSignaling"
"bioplanet_110","PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","Lipid metabolism"
"bioplanet_110","PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","Protein modification"
"bioplanet_1100","Zinc influx into cells by the SLC39 gene family","Environmental Information Processing:Membrane transport"
"bioplanet_1100","Zinc influx into cells by the SLC39 gene family","Transport"
"bioplanet_1101","Transferrin endocytosis and recycling","Environmental Information Processing:Membrane transport"
"bioplanet_1101","Transferrin endocytosis and recycling","Protein modification"
"bioplanet_1101","Transferrin endocytosis and recycling","Transport"
"bioplanet_1102","Tricarboxylic acid (TCA) cycle and respiratory electron transport","Circulatory system"
"bioplanet_1102","Tricarboxylic acid (TCA) cycle and respiratory electron transport","Endocrine and metabolic disease"
"bioplanet_1102","Tricarboxylic acid (TCA) cycle and respiratory electron transport","Energy metabolism"
"bioplanet_1102","Tricarboxylic acid (TCA) cycle and respiratory electron transport","Metabolism:Energy metabolism"
"bioplanet_1102","Tricarboxylic acid (TCA) cycle and respiratory electron transport","Neurological disease"
"bioplanet_1102","Tricarboxylic acid (TCA) cycle and respiratory electron transport","Transport"
"bioplanet_1103","Digestion of dietary lipid","Digestive system"
"bioplanet_1103","Digestion of dietary lipid","Endocrine and metabolic disease"
"bioplanet_1103","Digestion of dietary lipid","Endocrine system"
"bioplanet_1103","Digestion of dietary lipid","Energy metabolism"
"bioplanet_1103","Digestion of dietary lipid","Lipid metabolism"
"bioplanet_1103","Digestion of dietary lipid","Metabolism"
"bioplanet_1104","Zinc efflux and compartmentalization by the SLC30 family","Environmental Information Processing:Membrane transport"
"bioplanet_1104","Zinc efflux and compartmentalization by the SLC30 family","Transport"
